X1,X2,X3,X4,X5,X6,X7,X8,Y
No,Neutral,4.26,4.46,1.52,96.92,19.53,23.56,108.48
No,Neutral,7.45,7.32,7.61,69.96,29.37,31.79,104.41
Yes,Neutral,5.66,5.63,36.11,NA,61.21,65.3,112.99
Yes,Neutral,4.4,4.61,5.52,98.58,28.18,23.78,108.57
No,Neutral,2.52,2.56,7.06,99.98,88.5,89.15,109.25
NA,Neutral,5.32,5.12,14.62,NA,90.78,91,106.87
Yes,Hot,6.46,6.26,12.83,96.56,21.25,19.05,87.04
No,Neutral,2.62,2.56,4.72,92.54,52.58,56.15,102.17
No,Cold,6.8,NA,NA,99.51,32.61,NA,105.91
NA,NA,4.97,4.98,22.97,80.72,51.9,53.68,99.05
Yes,Neutral,1,0.98,1.5,49.39,27.53,NA,106.86
No,Neutral,1.81,1.78,5.02,95.76,94.13,96.69,102.33
No,Neutral,6.56,6.84,3.64,92.86,86.08,91.03,111.02
Yes,NA,3.44,3.6,19.28,94.04,19.6,14.7,124.88
No,Neutral,6.7,7.02,16.41,93.26,NA,95.22,113.44
NA,Hot,4.99,5.02,9.41,83.95,NA,12.02,108.6
NA,Neutral,6.7,7.01,5.29,85.29,67.03,64.69,110.31
Yes,Neutral,6.36,6.54,3.51,99.09,47.15,42.27,112.26
Yes,Neutral,2.6,2.7,2.83,91.72,82.71,85.65,107.63
No,Neutral,6.33,6.1,5.74,93.54,NA,34.93,103.73
Yes,Neutral,NA,7.45,3.06,90.64,90.68,87.73,111.63
Yes,Neutral,2.64,2.51,6.67,91.88,92.11,89.92,105.45
No,Neutral,10,10.28,22.83,94.73,12.68,17.59,127.19
Yes,Neutral,6.14,6.15,15.12,88.02,21.21,20.78,114.34
No,Neutral,3.94,4.1,8.18,94.08,33.34,32.72,108.27
No,Neutral,2.99,3.13,18,36.55,23.69,22.22,103.21
Yes,Neutral,7.03,NA,5.6,76.32,40.62,38.29,105.48
No,Hot,5.48,5.61,NA,88.27,77.42,75.2,92.67
Yes,Cold,3.73,3.76,5.16,98.61,94.76,99.69,102.54
No,Neutral,2.69,2.67,NA,98.64,88.02,92.93,104.17
No,Hot,7.02,7.07,3.02,99.98,88.45,91.49,97.38
Yes,Neutral,4.63,4.4,4.68,78.18,21.73,24.08,112.37
Yes,Neutral,4.25,4.05,8.16,75.61,86.77,89.42,105.67
No,Cold,5.6,5.66,4.9,96.3,84.46,85.54,107.83
No,NA,6.95,7.27,9.14,95.52,25.2,25.03,104.31
No,Cold,NA,7.04,23.54,93.59,31.55,27.28,115.26
Yes,Neutral,6.23,6.31,1.15,67.35,54.14,58.82,103.29
No,Cold,6.11,6.27,15.06,84.38,75.95,76.78,99.35
Yes,Neutral,6.83,6.7,38.68,77.04,30.25,26.02,116.05
No,Cold,8.46,8.64,3.14,92.98,7.39,NA,112.77
No,Hot,7.54,7.51,42.22,84.83,75.05,71.7,90.8
Yes,Neutral,6.17,6.31,23.24,92.38,NA,9.03,116.81
No,Neutral,4.4,4.31,17.05,92.19,42.28,39.15,112.19
No,Neutral,4.38,4.47,9.49,81.78,41.44,42.74,108.54
No,Neutral,4.94,5.16,13.28,60.45,73.32,72.85,98.98
No,Cold,6.31,6.16,20.67,83.39,88.67,85.84,116.72
NA,Cold,8.27,8.58,45.11,60.21,54.67,57.16,117.17
Yes,Neutral,4.09,3.99,2.65,93.75,70.36,74.31,106.74
No,Neutral,4.12,4.27,17.62,97.23,63.6,63.3,116.83
Yes,Cold,3.7,3.53,13.83,82.37,NA,82.03,113.96
No,Neutral,4.54,4.31,5,80.35,86.09,88.79,106
Yes,Neutral,7.49,7.46,6.71,84.29,23.36,22.06,109.27
Yes,NA,1.46,1.47,5.52,93.66,85.09,87.3,105.46
Yes,Hot,1.65,1.71,30.79,88.27,75.25,76.41,101.98
Yes,Neutral,6.36,6.62,11.49,98.96,77.36,NA,109.91
Yes,Cold,4.5,4.52,11.45,98.05,25.71,29.56,110.98
NA,Neutral,6.06,5.83,11.7,89.1,NA,39.36,103.99
No,Neutral,3.23,3.19,14.02,87.99,21.73,NA,109.43
No,Cold,3.58,3.71,5.88,79.93,88.98,93.84,102.33
No,Cold,4.74,4.78,9.27,85.24,96.04,97.86,99.78
NA,Neutral,4.15,3.98,20.18,73.34,45.46,50.22,117.76
Yes,Hot,3.35,3.42,2.03,94.95,56.2,52.57,105.17
Yes,Neutral,3.98,4.06,7.79,NA,88.33,90.1,106.9
Yes,Neutral,4.05,4.17,9.2,79.48,98.41,93.63,108.44
No,NA,8.57,8.73,4.26,96.13,88.58,83.98,102.22
Yes,Neutral,3.13,3,10.77,86.04,NA,15.45,107.56
Yes,Cold,3.89,3.76,28.27,89.95,10.75,9.4,115
Yes,Neutral,8.06,8.15,14.8,70.74,49.27,51.94,113.18
Yes,Hot,4.25,4.27,18.37,93.57,77.6,74.01,89.61
No,Neutral,8.67,8.36,10.81,98.84,49.48,52.6,118.32
No,Cold,6.74,6.71,24.44,NA,13.19,12.83,104.08
No,Neutral,3.46,3.62,8.03,98.97,28.19,30.12,112.02
No,Hot,3.99,3.92,3.44,90.96,31.52,29.35,88.75
No,Neutral,2.45,2.55,2.96,93.31,38.07,34.49,91.32
No,Neutral,1.31,1.27,12.09,95.94,18.02,13.04,100.19
No,Neutral,4.45,NA,5.22,91.64,37.25,33.04,113.11
No,Cold,8.76,9.03,3.34,74.99,74.27,70.48,107.31
Yes,Neutral,5.71,5.96,1.75,97.83,4.38,7.45,105.39
Yes,Neutral,5.22,5.29,11.28,97.92,17.38,17.54,114.61
Yes,Neutral,2.82,2.84,69.7,97.97,18.52,18.2,106.34
Yes,Cold,NA,6.93,4.33,83.74,34.73,36.25,114.03
Yes,Neutral,3.48,3.33,1.92,78.06,50.89,49.24,114.35
No,Cold,8.08,8.05,15.56,96.13,10.19,10.46,115.55
Yes,Hot,1.5,NA,18.79,63.4,91.47,88.81,99.04
Yes,Neutral,4.59,NA,2.3,92.18,80.59,84.51,108.23
Yes,Hot,3.1,2.95,9.56,91.02,86.51,82.63,97.69
Yes,Cold,6.09,6.17,2.87,91.74,21.34,20.43,114.13
Yes,NA,1.26,1.23,15.04,86.15,47.25,50.61,96.78
No,Cold,5.26,5.08,46.65,92.22,95.98,NA,111.45
No,Hot,2.25,2.3,1.29,87.24,74.87,79.04,90.52
Yes,Neutral,7.53,7.44,40.27,NA,43.42,39.92,117.55
No,Neutral,8.45,8.21,9.49,90.65,35.65,33.07,108.42
Yes,Neutral,NA,1.01,11.09,77.91,75.43,78.16,110.94
No,Hot,3.39,3.34,19.05,93.22,45.65,47.4,101.87
Yes,Neutral,3.09,3.09,20.83,88.88,57.07,53.28,110.61
No,Cold,7.11,6.95,19.79,84.16,51.24,46.41,105.04
Yes,Hot,7.28,6.94,6.81,88.83,92.35,96.4,112.77
Yes,Neutral,6.92,7.09,1.04,99.13,94.92,95.84,111.96
Yes,Cold,3.99,4.04,11.77,NA,8.28,11.1,109.1
No,Neutral,5.92,5.97,3.56,69.55,41.03,44.98,108.67
No,NA,3.96,4.06,14.65,92.89,25.91,25.09,104.65
Yes,Hot,5.47,5.26,13.96,92.56,50.82,51.62,105.72
No,Neutral,1.97,1.9,1.82,96.67,66.29,70.41,99.91
Yes,Neutral,5.97,6.04,9.8,83.3,62.32,60.32,100.68
No,Neutral,3.26,3.22,15.54,97.42,NA,62.51,111.03
No,Cold,NA,2.32,17.78,59.85,76.18,79.23,108.83
Yes,Neutral,10,10.08,27.49,97.89,9.24,5.07,117.11
Yes,Cold,5.89,5.83,3.73,96.57,17.55,20.65,108.15
No,Cold,3.8,3.68,9.93,84.72,85.07,86.69,103.41
Yes,Hot,7.16,6.84,5.13,91.26,44.01,45.61,111.33
No,Hot,4.16,4.03,5.18,89.59,10.3,10.58,88.2
Yes,Neutral,2.27,NA,55.22,97.75,76.51,81.5,106.53
No,Neutral,2.07,2.03,6.79,81.47,42.33,38.57,104.52
Yes,Hot,NA,4.33,11.74,54.97,5.63,5.21,98.27
Yes,Neutral,1,1.01,2.08,64.77,54.25,54.23,107.55
Yes,Neutral,5.24,5.46,5.24,71.71,NA,93.91,112.59
No,Neutral,7.46,7.11,10.74,76.35,78.37,82.83,110.71
Yes,Hot,2.86,2.8,8.45,NA,33.48,33.59,104.6
NA,Neutral,7.63,7.91,1.39,98.78,47.86,49.99,104.97
Yes,NA,5.72,5.82,5.58,96.71,20.5,17.96,106.48
Yes,Hot,7.92,7.62,6.3,NA,45.22,43.16,104.17
No,Neutral,4.09,4.26,6.39,96.45,59.81,61.07,113.09
NA,Neutral,7.11,7.46,1.72,68.26,72.66,72.04,101.34
No,Cold,7.46,7.7,9.83,93.61,47.8,50.26,106.83
No,Neutral,5.97,5.73,42.98,92.88,85.92,86.89,99.61
No,Neutral,5.59,5.37,NA,98.32,30.7,29.74,103.59
Yes,Neutral,5.46,5.61,15.92,97,71.75,76.19,118.47
Yes,Neutral,7.93,7.66,4.27,71.66,12.64,8.95,115.4
Yes,Hot,4.44,4.51,2.36,94.33,66.9,65.76,91.24
Yes,Neutral,2.69,2.58,5.64,86.44,19.2,19.34,110.37
No,Hot,7.86,8.07,4.33,89.22,85.78,90.42,95.93
Yes,Neutral,5.33,5.19,7.8,92.29,13.75,15.76,110.05
Yes,Neutral,9.13,9.35,13.68,90.64,57.05,55.91,103.6
No,Neutral,4.27,NA,NA,97.98,84.52,86.47,116.7
Yes,Cold,2.77,2.87,1.95,97.49,92.08,95.91,113.55
No,Cold,8.35,8.71,4.19,98.65,60.46,59.39,110.87
No,Neutral,4.64,4.61,5.59,32.64,35.13,32.81,101.86
No,Cold,6.68,6.52,12.39,92.18,38.48,41.54,101.87
Yes,Neutral,5.14,5.07,25.03,89.16,94.18,90.14,120.08
Yes,Neutral,4.47,4.41,5.28,98.66,43.03,40.26,109.35
Yes,Neutral,7,7.11,10.7,95.31,81.47,77.82,110.68
Yes,Neutral,7.06,7.17,9.32,98.96,10.95,11.38,115.19
Yes,Neutral,5.32,5.29,6.68,94.8,1.84,NA,118.53
Yes,Neutral,2.92,2.93,39.28,NA,33.08,36.32,101.83
Yes,Neutral,5.05,5.17,3.67,97.24,58.79,63.03,112.74
No,Neutral,1,0.96,8.96,96.01,16.46,20.35,99.35
Yes,Neutral,4.31,4.52,2.55,91.91,41.15,44.69,111.13
No,Hot,5.8,5.85,17.92,88.97,44.3,41,103.37
Yes,Hot,2.85,2.77,7.32,87.99,53.8,54.7,92.78
Yes,Neutral,6.27,6.33,21.19,93.27,68.39,71.43,111.88
No,Cold,4.41,4.56,17.97,NA,65.3,65.01,99.62
Yes,Neutral,7.79,7.82,1.09,89.98,94.52,90.06,118
Yes,Hot,6.96,7.24,20.63,80.05,65.88,61.23,106.65
No,Neutral,4.89,4.81,12.66,87.18,88.84,89.39,109.27
Yes,Cold,6.88,6.9,1.04,88.17,27.09,30.45,113.58
Yes,Hot,6.87,6.59,7.22,97.69,95.85,99.87,104.89
Yes,Neutral,7.8,7.82,4.99,83.61,60.5,58.34,117.65
Yes,Hot,6.18,6.23,28.04,NA,97.3,98.65,102.38
No,Cold,1.81,1.83,1.35,86.09,97.42,95.65,99.82
No,Neutral,2.85,2.77,15.66,98.06,55.01,57.68,99.07
Yes,Hot,6.97,NA,9.79,87.71,33.58,38.17,102.43
No,Neutral,3.24,3.31,12.21,94.24,3.46,1,103.02
No,Hot,8.86,8.44,2.13,87.18,21.78,19.33,94.89
No,Neutral,7.93,7.55,22.28,98.15,57.98,58.54,106.79
Yes,Cold,8.81,9.11,7.08,94.71,92.69,92.77,116.32
No,Neutral,3.02,2.95,3.29,85.03,8.89,4.61,98.37
No,Hot,5.73,5.56,56.53,95.43,86.71,83.41,102.83
No,Hot,6.38,6.61,22.93,70.81,9.42,10.5,97.44
No,Hot,3.44,3.51,8.19,NA,80.4,81.46,85.58
No,Neutral,7.61,7.33,21,99.17,39.22,36.59,109.76
Yes,Neutral,3.32,3.29,11.49,80.65,32.75,37.68,96.24
No,Neutral,9.17,9.46,28.15,98.32,7.52,2.54,112.37
No,Neutral,1,0.97,19.05,75.33,NA,NA,102.95
Yes,Neutral,6.67,NA,NA,87.4,97.75,NA,108.73
Yes,Hot,NA,3.97,17.23,76.9,64.19,65.03,98.56
NA,Cold,6.65,6.92,32.84,74.27,9.43,8,114.29
Yes,Cold,5.36,5.36,8.6,77.51,NA,86.76,110.59
No,Neutral,3.02,3.15,4.1,NA,NA,77.43,107.51
Yes,Neutral,2.7,2.74,1.06,96.59,89.46,91.21,110.19
Yes,Neutral,4.15,4.34,4.92,88.22,87.46,88.73,107.52
Yes,Neutral,4.37,4.3,17.58,95.15,59.98,61.01,109.3
No,Neutral,3.06,3.18,9.31,99.64,31.86,30.14,104.66
No,Neutral,6.6,6.86,16.72,99.8,87.58,88.39,110.78
No,Hot,NA,6.76,12.86,98.47,30.48,26.68,109.93
No,Neutral,1,1.04,8.66,86.54,81.47,85.81,98.08
No,Hot,3.28,3.18,4.73,92.72,57.07,54.49,88.54
No,Cold,6.15,6.3,12.96,92.9,32.75,36.58,105.49
Yes,NA,4.69,4.48,38.49,98.71,8.02,10.28,109.72
Yes,Neutral,6.3,6.54,22.34,79.69,61.64,62.03,113.36
No,Neutral,5.34,5.47,10.86,93.92,90.8,89.93,109.97
Yes,Neutral,3.01,2.9,24,82.33,75.04,77.94,104.54
No,Cold,6.62,6.35,NA,60.73,84.08,82.28,107.61
NA,Cold,7.36,7.42,100,96.98,75.93,72.27,109.12
No,Cold,4.15,NA,41.73,95.71,50.05,50.67,111.27
No,Neutral,3.05,2.96,9.88,99.22,59.24,60.41,107.27
Yes,Neutral,5.81,6.05,24.99,98.34,40.6,39.12,108.03
Yes,Neutral,4.71,4.57,2.62,98.87,98.13,100,103.23
Yes,Neutral,5.55,5.35,32.39,NA,38.51,NA,119.02
Yes,Neutral,3.39,3.45,30.31,85.98,95.69,97.59,111.96
No,Neutral,3.64,3.74,20.49,96.2,27.86,31.14,104.22
No,Hot,3.83,3.72,26.21,87.73,20.84,17.75,91.39
Yes,Neutral,7.42,7.74,5.28,97.71,94.26,92.95,108.7
Yes,Neutral,7.03,7.15,25.33,72.47,23.28,26.83,105.43
No,NA,7.04,7.11,5.42,91.82,4.25,1,111.22
No,Neutral,5.02,NA,17.92,94.23,69.92,71.21,115.31
No,Neutral,3.09,3.08,8.05,95.26,NA,19.5,110.92
No,Neutral,3.33,NA,14.97,86.71,85.2,89.39,99.53
Yes,Neutral,5.57,5.77,30.01,71.77,48.07,52.15,98.49
No,Cold,1.96,1.92,7.8,87.88,54.75,51.95,106.34
Yes,NA,6.47,6.72,55.83,96.39,14.42,15.63,106.65
Yes,Neutral,5.11,5.34,45.5,71.8,11.41,12.5,106.65
No,Cold,3.1,3.24,4.5,93.38,19.66,14.79,100.54
Yes,NA,3.22,3.13,NA,94.72,26.87,25.24,108.32
Yes,NA,1.36,1.36,1.23,97.16,82.76,87.58,108.64
Yes,Neutral,4.63,4.5,3.54,97.43,14.34,12.05,111.95
Yes,Neutral,2.36,2.46,9.28,11.44,14.5,18.78,107.5
No,Neutral,6.83,7.09,1.99,99.59,94.82,89.99,102.75
Yes,Cold,2,2.07,4.81,98.59,49.87,48.03,96.86
No,Neutral,2.45,2.51,8.15,99.71,36.88,41.81,107.91
Yes,Cold,4.39,4.25,21.62,97.3,28.99,27.96,111.18
No,Neutral,4.93,4.95,6.88,76.71,68.27,64.42,102.1
No,Cold,7.02,6.91,NA,89.2,77.36,77.08,107.66
No,Cold,4.62,4.56,3.56,NA,79.37,82.87,102.75
Yes,Cold,6.18,6.19,8.36,84.98,71.55,70.02,103.45
No,NA,5.16,5.15,NA,79.94,44.59,44.6,103.54
Yes,Neutral,5.76,5.9,27.84,95.08,89.96,86.01,112.47
No,Neutral,3.41,3.29,27.87,80.93,22.32,25.77,97.45
No,Cold,5.16,4.92,9.89,96.98,96.76,93.78,102.35
Yes,Neutral,4.05,4.08,14.28,88.91,7.59,9.67,117.39
No,Neutral,3.37,3.26,7.14,91.22,75.23,78.85,107.72
NA,Neutral,5.77,5.79,NA,94.3,81.03,77.97,109.55
No,Neutral,8.84,9.21,22.32,94.67,12.71,11.22,110.81
Yes,Neutral,3.79,3.88,4.52,94.59,23.57,23.24,110.8
No,Neutral,5.96,6.25,14.36,95.01,96.79,97.2,105.85
Yes,Hot,6.03,5.83,2.79,85.25,75.26,70.29,103.31
NA,Hot,NA,6.55,25.91,67.15,1.65,2.38,107.79
Yes,NA,5.15,5.4,1.76,99.66,85.89,90.68,97.85
No,Neutral,NA,6.19,13.79,87.41,57.22,54.39,107.95
No,Neutral,9.69,9.41,12.75,93.68,33.97,29.37,108.47
Yes,Neutral,5.94,5.7,4.12,95.13,NA,44.39,115.11
Yes,Neutral,7.29,7.14,23.02,NA,76.09,78.65,113.56
Yes,Hot,5.2,5.2,15.76,81.11,36.02,39.85,95.8
Yes,Cold,5.99,5.88,15.39,92.79,28.8,28.49,118.11
Yes,Neutral,10,9.68,1.44,59.71,52.39,49.29,116.17
No,Hot,1.66,1.74,2.95,93.45,87.17,83.6,80.28
No,Hot,8.05,7.72,2.61,81.26,49.61,51.32,97.23
Yes,Neutral,3.61,3.74,2.07,98.73,71.67,NA,106.96
No,Cold,2.63,2.58,6.95,86.41,53.95,51.55,98.63
Yes,Neutral,2.12,2.11,1.33,97.01,NA,46.09,112.66
No,Neutral,7.55,7.82,1.43,99.45,82.02,81.42,115.26
No,Hot,2.86,2.8,3.25,95.52,20.03,20.64,92.51
No,Neutral,5.65,5.58,16.81,99.46,47.4,50.5,109.72
No,Hot,5.97,6.18,18.1,92.37,62.11,63,88.2
No,Cold,5.37,5.31,10.72,96.55,41.08,40.46,105.69
No,Neutral,5.87,NA,5.09,95.11,99.83,99.36,110.55
Yes,Neutral,5.53,5.65,17.51,86.78,49.03,44.92,111.67
Yes,NA,6.95,6.68,20.05,98.96,24.13,NA,111.27
No,Neutral,5.71,5.66,NA,99.94,78.3,78.67,109.83
No,Neutral,5.88,5.84,6.97,92.57,NA,49.31,110.95
No,Hot,4.56,4.74,5.68,91.94,71.22,76.09,103.39
No,Neutral,5.04,5.09,28.43,91.42,40.28,42.49,107.6
Yes,Cold,7.97,8.18,7.25,87.63,4.93,5.76,113.86
Yes,Neutral,3.27,3.2,3.14,91.02,78.89,NA,109.31
Yes,Neutral,2.41,2.42,25.05,NA,93.87,96.5,106.17
Yes,Cold,3.41,3.25,6.45,81.52,62.73,63.15,108.47
No,Neutral,6.11,6.17,11.79,85.35,74.56,70.33,108.07
No,Hot,8.41,8.14,33.09,84.77,39.81,35.15,101.82
No,Neutral,3.66,3.81,9.24,95.18,1.06,1,97.95
No,Neutral,6.49,6.38,16.95,72.65,83.76,80.29,111.37
No,Hot,4.09,4.2,44.01,96.89,49.51,53.56,94.91
No,Neutral,3.84,NA,13.09,92.26,70.55,73.53,108.84
Yes,Neutral,6.76,6.61,1.47,80.25,50.23,45.76,102.11
Yes,Neutral,5.51,5.7,10.19,92.58,28.94,NA,109.92
Yes,Hot,3.84,3.68,7.83,96.1,87.36,82.63,102.08
No,Neutral,5,4.9,6.18,75.84,36.22,31.9,104.89
No,Neutral,3.62,3.74,8.8,93.35,79.41,83.9,106.09
No,Cold,5.77,5.94,9.74,63.83,NA,41.05,109.25
No,Hot,2.25,NA,19.34,84.24,16.62,NA,93.82
No,Neutral,4.11,3.92,20.09,NA,75.6,76.42,106.62
No,Neutral,4.27,4.3,12.09,86.71,3.09,2.46,100.74
Yes,Neutral,5.34,5.16,10,87.88,39.9,41.73,114.82
Yes,Hot,2.85,2.82,29.01,71.12,74.5,NA,100.64
Yes,Neutral,7.89,7.99,2.57,49.21,90.84,93.69,111.76
No,Neutral,7.17,7.42,16.71,96.52,42.3,38.02,106.08
No,Neutral,4.17,3.98,28.72,90.05,NA,72.09,104.53
Yes,Cold,9.79,9.37,22.31,95.32,26.63,28.27,108.34
No,Neutral,7.68,7.62,6.94,75.82,80.57,78.06,107.72
No,Neutral,6.71,6.53,3.36,76.87,49.9,50.51,108.69
No,Neutral,5.39,5.15,1.45,66.99,80.04,83.26,107.74
Yes,Cold,NA,5.68,15.23,94.97,93.68,NA,116.36
Yes,Neutral,8.19,8.46,NA,92.3,41.48,39.3,108.97
Yes,Neutral,6.88,6.68,5.64,93.82,22.13,21.55,112.69
No,Cold,4.13,4.05,22.19,83.45,79.25,82.51,97.74
Yes,Cold,5.5,5.67,1.25,57.79,42.38,47.17,108.86
No,Neutral,1.73,1.66,7.27,93.88,87.09,86.58,106.39
No,Hot,4.53,NA,17.25,78.28,99.04,94.16,94.58
Yes,Neutral,3.78,3.73,10.09,81.42,85.34,88.3,105.02
Yes,Cold,3.35,3.5,11.38,79.53,35.68,39.75,110.96
No,Neutral,2.67,2.68,8.62,85.54,21.64,18.9,105
No,Neutral,6.24,6.27,10.62,74.54,NA,81.99,108.93
Yes,NA,5.31,5.39,2,93.34,60.66,63.38,110.76
Yes,Hot,5.22,5.14,9.64,84.07,90.59,92.05,99.31
Yes,Hot,3.19,3.13,11.83,95.63,NA,32.94,100.64
Yes,Cold,6.82,6.74,1.71,99.31,14.41,18.34,107.9
Yes,Neutral,3.98,4.15,2.26,92.85,27.53,26.24,106.58
Yes,Cold,5.54,5.6,7.86,85.92,2.51,5.01,112.09
Yes,Neutral,NA,NA,6.51,94.79,81.82,77.29,108
No,Neutral,5.6,5.64,1.99,NA,9.29,7.66,103.65
No,Hot,5.02,5.19,3.09,97.66,93.92,92.59,93.59
Yes,Cold,4.96,5.14,6.03,82.76,50.22,49.8,107.04
Yes,Hot,5.63,5.82,4.5,91.18,94.42,90.21,99.01
No,Neutral,6.66,NA,2.78,93.14,77.72,80.13,106.58
No,Neutral,7.2,7.42,13.48,63.56,64.07,61.61,102.65
No,Neutral,5.76,5.7,NA,92.61,39.92,43.16,99.29
NA,Cold,4,4.14,14.24,80.28,76.2,77.84,107.44
No,Neutral,6.49,6.54,2.98,96.25,82.36,78.9,105.59
No,Neutral,3.39,3.5,53.98,69.22,24.86,28.81,101.3
No,Cold,4.67,4.45,6.93,96.05,52.08,49.94,101.32
Yes,Hot,5.08,5.27,1.98,87.22,85.96,NA,103.63
Yes,Cold,5.65,5.55,4.88,95.9,45.44,45.29,106.19
No,Neutral,5.52,5.28,1.01,71.27,53.7,52.2,103.95
No,Neutral,4.39,4.23,3.38,97.26,37.27,40.45,104.15
No,Neutral,4.43,4.46,8.86,97.31,60.68,62.73,106.4
No,Neutral,6.84,7.02,19.33,48.62,65.99,64.89,111.06
No,Hot,3.37,3.43,64.55,88.97,19.52,14.95,97.5
No,Hot,NA,5.81,7.4,94.19,91.91,95.45,87.12
Yes,Neutral,1.77,1.85,5.7,99.19,81.65,81.24,109.22
No,Neutral,5.55,5.82,21.8,99.95,9.15,11.8,108.84
Yes,Neutral,4.32,4.14,1.2,81.53,25.7,22.52,105.29
Yes,Cold,3.71,3.88,52.12,89.87,28.17,NA,114.77
Yes,Cold,5.57,5.48,2.95,83.62,64.92,67.52,107.15
Yes,Neutral,6.54,6.3,9.43,93.23,86.8,86.09,115.98
No,Neutral,3.89,3.93,4.74,89.83,50.98,54.58,99.97
No,Neutral,6.03,5.91,18.74,56.5,NA,35.66,111.13
Yes,Neutral,4.88,5.08,7.47,76.8,44.04,41.01,103.3
Yes,Neutral,2.46,2.34,8.15,NA,92.72,93.26,104.55
Yes,Hot,6.54,6.37,12.57,84.86,93.75,90.2,108.73
No,Neutral,7.07,7.23,15.41,84.79,5.47,7.57,110.12
No,Cold,3.76,3.8,18.02,72.67,16.15,13.32,99.5
Yes,Neutral,3.46,3.54,4.17,81.96,NA,69.65,107.23
No,Neutral,7.16,7.13,6.39,NA,76.51,78.85,108.04
Yes,Neutral,1.92,1.89,11.14,92.07,63.07,65.43,109.52
Yes,Neutral,4.21,4.36,2.61,89.21,70.34,65.96,113.64
Yes,Hot,4.76,4.53,5.55,97.27,7.82,NA,102.95
NA,Neutral,7.04,7,1.09,92.54,30.86,NA,119.75
No,Neutral,NA,2.53,8.8,NA,46.5,42.83,98.22
Yes,NA,6.94,6.65,23.85,82.36,88.92,87.61,116.91
Yes,Neutral,5.9,5.68,11.33,NA,24.16,27.25,111.08
Yes,Neutral,3.79,3.71,2.08,57.94,12.26,11.28,100.15
Yes,Hot,4.95,5.08,8.16,NA,89.55,85.97,104.67
No,Neutral,3.57,3.68,4.17,NA,60.42,64.64,110.16
Yes,Neutral,3.5,3.51,14.26,NA,53.84,49.92,111.49
Yes,Neutral,4.82,4.91,NA,95.71,81.83,85.6,113.87
No,NA,8.06,7.75,2.65,56.36,15.71,15.15,102.48
Yes,Cold,4.68,4.74,3.95,94.81,43.16,41.93,108.58
No,Neutral,4.19,4.25,32.44,96.66,72.1,70.31,113.3
Yes,NA,1.94,1.86,1.06,93.15,NA,57.81,103.79
Yes,Neutral,2.32,2.32,2.08,90.89,NA,56.74,106.03
Yes,Hot,7.15,6.88,13.1,82.46,10.45,6.47,105.81
Yes,Neutral,6.26,6.35,25.16,93.78,75.89,NA,112.16
Yes,Neutral,3.64,NA,1.33,75.56,16.69,13.55,107.07
Yes,Neutral,4.94,4.86,4.58,97.76,76.89,74.83,116.46
No,Hot,3.79,3.91,26.28,68.29,6.02,5.04,86.01
No,Neutral,7.68,7.98,9.3,95.49,3.53,NA,111.16
No,Hot,6.89,6.66,19.11,99.81,4.88,1.77,94.42
No,Cold,3.57,3.42,7.85,83.62,61.39,64.73,102.28
Yes,Cold,NA,5.47,15.77,92.64,91.43,87.22,106.08
Yes,Cold,3.45,3.54,4.63,86.23,84.82,85.8,107.52
Yes,Hot,NA,6.34,1.76,91.59,62.88,63.89,94.46
No,Hot,8.82,8.61,5.57,97.83,58.77,54.9,104.54
Yes,Cold,4.63,4.71,13.86,59.23,97.9,100,116.69
Yes,Neutral,2.92,2.81,16.01,90.62,39.31,NA,107.49
Yes,Neutral,2.72,2.6,39.44,71.32,10.31,14.66,115.57
Yes,Cold,4.43,4.48,3.72,99.53,28.77,31.54,125.17
No,Neutral,5.95,5.68,12.86,93.56,94.6,90.08,111.39
Yes,Neutral,7.51,7.5,8.1,94.89,41.69,40.73,111.6
No,Neutral,5.68,NA,10.23,68.75,78.05,74.93,104.66
Yes,Neutral,8.33,8.01,6.59,70.35,77.76,76.76,109.97
No,Cold,3.17,3.16,5.25,93.18,92.78,90.78,114.21
No,Cold,2.32,2.39,3.84,99.99,61.94,59.52,106.06
No,Cold,4.13,4.11,34.62,90.48,57.33,59.42,105.04
No,Hot,4.73,4.79,7.09,98,25.9,28.67,98.36
Yes,Neutral,7.55,7.79,5.88,87.16,5.68,2.87,114.32
Yes,Cold,7.36,7.13,1.3,45.51,80.31,75.47,118.36
No,Hot,5.33,5.12,10.65,97.62,33.08,31.91,89.79
Yes,Hot,6.47,6.26,9.06,89.99,98.22,100,100.61
No,Cold,5.73,5.51,3.92,96.69,8.1,11.72,108.67
No,Neutral,5.35,5.34,3.58,94.99,73.16,69.71,97.76
Yes,Cold,6.29,6.57,14.17,97.76,18.75,21.82,114.72
Yes,Neutral,2.43,2.35,23.44,91.17,82.84,84.55,109.07
Yes,Cold,6.79,6.59,29.75,93.31,79.36,78.34,118
No,Neutral,3.85,3.67,82.3,NA,94.58,98.07,101.37
Yes,Neutral,5.8,5.94,22.22,97.55,40.7,37.53,115.79
No,Neutral,6.53,6.31,29.76,99.71,87.48,83.63,115.02
Yes,Neutral,8.15,7.78,5.94,67.75,6.58,5.68,105.92
No,Neutral,6.21,6.21,37.27,94.03,51.53,NA,107.95
No,Neutral,4.5,4.55,30.57,91.5,58.44,53.59,115.45
No,Hot,2.06,2,14.25,74.5,35.29,39.22,92.77
NA,Neutral,5.19,5.42,28.16,93.76,81.44,NA,109.31
